FullAddress,PrimaryAddress,SecondaryAddress,City,State,ZipCode,OrderRevenue,OrderDate,OrderNumber,CustomerID,FirstTimeOrder
41088 Kimberly Wells West,41088 Kimberly Wells West,,Brendashire,MN,10569,436.31,2021-01-08,40228662,U9604362,1
9852 Heather Lodge Apt. 130,9852 Heather Lodge,Apt. 130,South Michaelfort,AZ,64393,808.7,2021-01-08,55112010,U7751143,0
387 Megan Flats Suite 821,387 Megan Flats,Suite 821,South Monica,AR,50729,776.25,2021-01-08,92362537,U5171847,1
663 Pearson Mountain Apt. 717,663 Pearson Mountain,Apt. 717,East Barbara,ND,49709,466.67,2021-01-08,25450963,U1773206,1
PSC 4802 Box 4525,PSC 4802,Box 4525,APO,AP,82588,696.78,2021-01-08,51237519,U5583213,1
2950 Jessica Mountain Apt. 612,2950 Jessica Mountain,Apt. 612,Belltown,IL,61954,886.74,2021-01-08,60210804,U5935943,1
3318 George Turnpike,3318 George Turnpike,,Sandraberg,AL,64398,357.85,2021-01-09,53067760,U7595588,0
679 Stokes Plaza,679 Stokes Plaza,,North Shannon,TN,93046,883.19,2021-01-09,92458199,U4698706,1
9924 Matthew Road West,9924 Matthew Road West,,Kristinestad,NJ,72551,488.41,2021-01-09,21839405,U2277379,0
1270 Werner Via Suite 423,1270 Werner Via,Suite 423,Lake Aprilmouth,NE,18347,818.88,2021-01-09,86007448,U6500069,0
26060 Sims Alley Apt. 096,26060 Sims Alley,Apt. 096,Lisaport,AZ,45481,984.62,2021-01-09,33670680,U4350941,0
565 Campbell Gateway Apt. 489,565 Campbell Gateway,Apt. 489,New Marissaside,UT,63280,882.5,2021-01-09,97397465,U3075730,1
64039 David Valley,64039 David Valley,,East Anthony,SD,22041,445.83,2021-01-09,30880825,U9796499,1
50909 James Views Apt. 291,50909 James Views,Apt. 291,Stephenfurt,KY,49078,162.57,2021-01-09,35290364,U2133540,0
62019 Christine Inlet Apt. 449,62019 Christine Inlet,Apt. 449,Newtonville,SD,62756,201.42,2021-01-09,91053682,U8114563,0
PSC 9907 Box 1521,PSC 9907,Box 1521,APO,AE,01719,558.59,2021-01-09,12620834,U8299628,1
953 Ayala Valley Suite 509,953 Ayala Valley,Suite 509,Marystad,OK,11000,321.19,2021-01-09,98191395,U5264230,1
63421 Michael Meadow,63421 Michael Meadow,,North Laurenview,OH,87148,464.98,2021-01-09,74011240,U1359939,1
84091 Samantha Expressway Suite 974,84091 Samantha Expressway,Suite 974,Port Derek,ME,64836,446.6,2021-01-09,52238988,U3294006,0
70663 Linda Valleys,70663 Linda Valleys,,Ramirezton,VT,73525,210.92,2021-01-09,84091968,U4754582,1
64087 Malone Underpass Suite 885,64087 Malone Underpass,Suite 885,Lake Alexisside,NM,21153,312.65,2021-01-09,75186835,U1281593,1
304 Smith Corner Port,304 Smith Corner Port,,Meghanfurt,GA,81290,26.41,2021-01-09,25802846,U8706381,1
662 Jackson Flats,662 Jackson Flats,,Osbornestad,NC,77961,25.81,2021-01-09,68132595,U2772540,1
90937 Arias Harbor,90937 Arias Harbor,,Ashleyhaven,NM,33908,5.43,2021-01-09,25192008,U8049920,0
1604 Kenneth Court Suite 798,1604 Kenneth Court,Suite 798,West Thomasview,NJ,30748,543.55,2021-01-09,87131087,U1891512,0
86579 Patrick Throughway Apt. 547,86579 Patrick Throughway,Apt. 547,Reedfort,ND,22929,913.16,2021-01-09,96734665,U5214386,0
37900 David Terrace West,37900 David Terrace West,,Chelseaburgh,AK,92954,619.92,2021-01-09,37684493,U3857004,0
9569 Kendra Stravenue Suite 796,9569 Kendra Stravenue,Suite 796,East Carmenburgh,MT,71675,859.04,2021-01-09,92376515,U1775470,1
14972 Norman Islands Suite 728,14972 Norman Islands,Suite 728,North Debrachester,WA,17154,502.18,2021-01-09,20742525,U9992082,0
525 Graham Trail,525 Graham Trail,,Matthewborough,IN,66936,542.18,2021-01-09,11166646,U3674333,1
53621 Rodriguez Rapid Suite 115,53621 Rodriguez Rapid,Suite 115,New Nicolemouth,CT,66701,143.82,2021-01-09,32908585,U8122263,1
27633 Bray Ranch Apt. 106,27633 Bray Ranch,Apt. 106,Ballardborough,NV,73275,306.35,2021-01-09,37303593,U5505391,0
22861 Larry Ridge Suite 938,22861 Larry Ridge,Suite 938,Jennifershire,NH,37623,23.89,2021-01-09,99197274,U2293328,0
13444 Dustin Villages,13444 Dustin Villages,,New Ryan,DC,34095,154.92,2021-01-09,69246868,U5886339,0
87340 Graham Fork Suite 592,87340 Graham Fork,Suite 592,Coxburgh,GA,39110,11.19,2021-01-09,58020547,U7774203,0
795 Cunningham Dam,795 Cunningham Dam,,Lake Annaborough,WI,38938,59.62,2021-01-09,75875446,U3005772,0
625 Galvan Stravenue,625 Galvan Stravenue,,North Carmentown,FL,73797,230.25,2021-01-09,72530274,U2516778,1
8171 Daniel Wall,8171 Daniel Wall,,East Victoria,AZ,43567,360.01,2021-01-09,36936692,U9326056,0
3564 Maddox Skyway Apt. 260,3564 Maddox Skyway,Apt. 260,Deborahchester,NM,63220,473.48,2021-01-09,40650925,U5631069,0
37213 Roberts Cape,37213 Roberts Cape,,Nathanchester,NV,55794,74.91,2021-01-09,76100041,U6092197,0
5576 Dawson Landing,5576 Dawson Landing,,Maryburgh,CT,95522,109.19,2021-01-10,60419508,U3443556,0
1381 Shields Bypass,1381 Shields Bypass,,Kingstad,RI,92140,549.09,2021-01-10,24165316,U8892032,0
6017 Christopher Pass Apt. 649,6017 Christopher Pass,Apt. 649,Elliottfort,HI,18560,44.15,2021-01-10,46964086,U5878049,1
32414 Gilbert Mall,32414 Gilbert Mall,,East Ashleyville,MA,55135,199.84,2021-01-10,88832755,U5813730,1
5049 Porter Keys,5049 Porter Keys,,Susanmouth,IL,01539,509.51,2021-01-10,49581564,U4885289,1
21020 Morgan Rue,21020 Morgan Rue,,New Heather,MT,19947,138.94,2021-01-10,65603251,U8511622,1
46662 Jill Springs Apt. 396,46662 Jill Springs,Apt. 396,North Richardport,WI,39958,549.28,2021-01-10,26031552,U7205217,1
PSC 4162 Box 7827,PSC 4162,Box 7827,APO,AE,77797,602.38,2021-01-10,43115393,U7161209,1
777 Michelle Mission,777 Michelle Mission,,Blakeside,MT,57436,817.57,2021-01-10,16151992,U5575496,1
66008 Daniel Locks Apt. 593,66008 Daniel Locks,Apt. 593,Port Heatherstad,TN,82243,388.02,2021-01-10,55605411,U8970805,1
8867 Richard Green,8867 Richard Green,,Megantown,VT,31218,882.37,2021-01-10,81570348,U1415896,0
88345 Stewart Coves,88345 Stewart Coves,,Stewartport,ME,98929,632.77,2021-01-10,23678902,U3112324,0
4176 Lisa Inlet Apt. 667,4176 Lisa Inlet,Apt. 667,Rachelbury,NM,41044,992.9,2021-01-10,66757431,U8956256,0
785 Joseph Views Suite 392,785 Joseph Views,Suite 392,Silvaborough,SC,65114,996.56,2021-01-10,22629224,U1754464,1
9738 Monica Wells Suite 716,9738 Monica Wells,Suite 716,East Brittanytown,RI,76421,425.35,2021-01-10,82040671,U3468649,0
04045 Keith Ramp,04045 Keith Ramp,,South Melissa,MS,83131,209.62,2021-01-10,36202098,U5777761,0
9340 Pollard Groves,9340 Pollard Groves,,Jonesside,OR,62815,10.06,2021-01-10,60911370,U1767943,0
77762 Cynthia Lodge,77762 Cynthia Lodge,,Amyside,NC,65536,781.4,2021-01-10,66823761,U2994786,1
PSC 8949 Box 0065,PSC 8949,Box 0065,APO,AA,20964,678.37,2021-01-10,27062247,U6110298,0
6220 Charlotte Corner Apt. 148,6220 Charlotte Corner,Apt. 148,South Davidmouth,SC,28862,902.28,2021-01-10,90481435,U4643076,1
86720 Andre Lane Suite 389,86720 Andre Lane,Suite 389,Chambersmouth,IL,48211,971.48,2021-01-10,30994306,U3754889,0
409 Laurie Wells Suite 015,409 Laurie Wells,Suite 015,Erinfurt,AR,05095,106.71,2021-01-10,73585922,U1962194,0
6781 Jimenez Creek Apt. 491,6781 Jimenez Creek,Apt. 491,New Kimberlyville,UT,25295,771.35,2021-01-11,28974898,U4478487,1
5371 Henderson Rue,5371 Henderson Rue,,New Aprilbury,AR,44436,906.08,2021-01-11,73317351,U9204834,0
2380 Stephanie Causeway Apt. 621,2380 Stephanie Causeway,Apt. 621,Anthonyburgh,NC,89521,43.03,2021-01-11,79113663,U9762654,0
991 Taylor Trace Suite 085,991 Taylor Trace,Suite 085,Villanuevaview,NJ,56111,705.95,2021-01-11,85850250,U8995172,1
57896 Madeline Forest Suite 325,57896 Madeline Forest,Suite 325,East Christopherport,NY,24799,281.49,2021-01-11,18893330,U8301881,0
3966 Macdonald Loop East,3966 Macdonald Loop East,,Jerry,MS,32930,114.19,2021-01-11,45058065,U5802835,1
97008 Marissa Harbor,97008 Marissa Harbor,,Mullinstown,MT,23093,394.4,2021-01-11,66014673,U6874760,1
PSC 7657 Box 7026,PSC 7657,Box 7026,APO,AP,66909,326.4,2021-01-11,88058367,U3733516,1
PSC 2644 Box 6455,PSC 2644,Box 6455,APO,AA,65506,399.47,2021-01-11,68154050,U7030668,1
214 Helen Lodge Suite 284,214 Helen Lodge,Suite 284,Chavezville,VA,16692,164.05,2021-01-11,93990900,U3487485,0
7710 Hayden Burg Apt. 891,7710 Hayden Burg,Apt. 891,Douglasside,ID,44758,985.29,2021-01-11,63226555,U1610367,1
5852 Lindsay Loop Suite 162,5852 Lindsay Loop,Suite 162,Andersonburgh,ID,66109,954.59,2021-01-11,69365408,U4369181,0
405 Hicks Throughway Suite 332,405 Hicks Throughway,Suite 332,West Alexanderport,WI,32057,505.75,2021-01-11,83027828,U5347625,1
USS Hall,USS Hall,,FPO,AA,35977,654.11,2021-01-11,15057527,U6837500,1
505 Rhonda Estates,505 Rhonda Estates,,Lake Lindachester,GA,47591,599.01,2021-01-11,69768909,U9400289,0
08480 Rodriguez Courts,08480 Rodriguez Courts,,Lake Michael,DC,46599,725.28,2021-01-11,19658630,U3107276,0
017 Warner Plaza Apt. 421,017 Warner Plaza,Apt. 421,West Brandonhaven,NJ,56371,601.04,2021-01-11,47771747,U7847779,1
08645 Steven Court Suite 598,08645 Steven Court,Suite 598,East Jody,LA,57279,562.63,2021-01-11,60629648,U9854084,1
8933 Caroline Trail East,8933 Caroline Trail East,,Micheal,NC,10585,80.14,2021-01-11,22125907,U3785388,1
USCGC Trujillo,USCGC Trujillo,,FPO,AA,95539,545.06,2021-01-11,30314450,U4155811,1
6337 Joseph Shoals,6337 Joseph Shoals,,West Jamesmouth,NV,31292,577.31,2021-01-11,42683925,U7331755,0
494 Cook Ridges,494 Cook Ridges,,Leslieland,CA,21712,937.76,2021-01-11,66891103,U4517739,0
9563 Emily Inlet Apt. 426,9563 Emily Inlet,Apt. 426,Mosleyfurt,WV,71278,535.28,2021-01-11,25660908,U2281835,1
4015 Rachel Union Apt. 688,4015 Rachel Union,Apt. 688,East Aimee,NC,67700,186.57,2021-01-11,72495605,U6858520,1
314 William Corners Apt. 184,314 William Corners,Apt. 184,Lisaberg,CO,02238,38.51,2021-01-11,45443877,U6182453,1
2901 Wallace Camp,2901 Wallace Camp,,Lake Christine,NJ,53447,707.37,2021-01-12,63420702,U1975274,1
7674 Tammy Tunnel Suite 065,7674 Tammy Tunnel,Suite 065,Lake Amy,CA,12414,906.2,2021-01-12,11701156,U4017110,0
695 Christopher Overpass Apt. 069,695 Christopher Overpass,Apt. 069,Michelleshire,MO,33263,229.29,2021-01-12,58070076,U9542150,1
1220 Garcia Mountains,1220 Garcia Mountains,,North Susan,SC,13823,777.15,2021-01-12,67246503,U9325374,1
598 Austin Ford Apt. 925,598 Austin Ford,Apt. 925,East Linda,FL,89536,265.16,2021-01-12,62088772,U1218697,1
957 Wolf Pass,957 Wolf Pass,,North Larryberg,WV,65626,72.56,2021-01-12,81438815,U6625882,1
49909 Laura Port Apt. 121,49909 Laura Port,Apt. 121,Port Robertfort,UT,72489,17.02,2021-01-12,69692280,U5716904,0
09495 Elliott Route Suite 867,09495 Elliott Route,Suite 867,Port Tyler,CT,82387,832.76,2021-01-12,89152916,U7109153,1
088 Stephanie Lakes,088 Stephanie Lakes,,Phillipsview,MI,48296,546.87,2021-01-12,52533455,U2638727,1
9822 Gary Turnpike,9822 Gary Turnpike,,New Michaelmouth,IA,99575,403.89,2021-01-12,76446932,U1892551,1
6928 Harris Roads Suite 261,6928 Harris Roads,Suite 261,Sabrinamouth,NE,29930,323.94,2021-01-12,95090378,U7927547,0
57862 Sloan Crossroad Apt. 019,57862 Sloan Crossroad,Apt. 019,Jenniferchester,ID,05612,963.89,2021-01-12,38514162,U1239252,0
25107 Deanna Junctions Apt. 420,25107 Deanna Junctions,Apt. 420,Janethaven,TN,77267,402.18,2021-01-12,48177679,U2734373,0
257 Villegas Run Apt. 725,257 Villegas Run,Apt. 725,West Kimberlymouth,LA,34702,163.47,2021-01-12,55710678,U7586122,0
0572 Parrish Prairie,0572 Parrish Prairie,,Ibarraborough,MN,01415,441.11,2021-01-12,15095074,U6408454,0
1929 Hamilton Fall,1929 Hamilton Fall,,Veronicabury,GA,75985,549.66,2021-01-12,65039006,U6764152,1
83346 Grimes Fields,83346 Grimes Fields,,Lake Katieport,SD,59733,479.62,2021-01-12,77662592,U9978564,1
33787 Kimberly Fields,33787 Kimberly Fields,,New Richardberg,MA,96481,613.81,2021-01-12,72336323,U2182263,0
098 Watkins Circle,098 Watkins Circle,,Bellbury,NC,62708,79.06,2021-01-12,88421836,U3132144,1
390 Christopher Court Suite 876,390 Christopher Court,Suite 876,Davidbury,IA,35115,864.87,2021-01-12,48312474,U3576919,1
35262 Brenda Orchard,35262 Brenda Orchard,,Sawyerburgh,VA,38750,318.33,2021-01-12,56566905,U7869415,1
92077 James Trail Suite 545,92077 James Trail,Suite 545,North Mauricebury,GA,60677,103.36,2021-01-12,98178514,U3762051,1
0599 Kelley Hill Suite 957,0599 Kelley Hill,Suite 957,Port Thomas,ND,52088,830.54,2021-01-12,87068313,U6707157,1
681 Wallace Garden,681 Wallace Garden,,West Patricia,ME,56108,654.4,2021-01-12,94721529,U5580458,1
81066 Carrie Crescent Suite 804,81066 Carrie Crescent,Suite 804,Port Gabriel,GA,66671,724.79,2021-01-12,13509727,U5750110,1
26090 Hall Throughway Suite 312,26090 Hall Throughway,Suite 312,Lake Brianburgh,NY,41787,777.11,2021-01-12,17020916,U3102999,0
319 Jamie Station,319 Jamie Station,,North Timothy,NJ,16386,73.41,2021-01-12,98892995,U2875860,0
750 Rodriguez Cove,750 Rodriguez Cove,,Moorechester,NH,42836,552.75,2021-01-12,84726043,U9477374,1
83214 Evans Turnpike,83214 Evans Turnpike,,New Madison,DE,55627,970.27,2021-01-13,56557001,U4469757,0
4131 Martin Crest Suite 703,4131 Martin Crest,Suite 703,Rubenborough,ME,40998,899.65,2021-01-13,79595985,U5961042,0
USCGC Brown,USCGC Brown,,FPO,AP,39220,860.68,2021-01-13,93150037,U9559599,1
99235 Jeremy Plains West,99235 Jeremy Plains West,,Brittanyfurt,AZ,73962,572.41,2021-01-13,77331539,U6716287,1
3359 Erin Road Suite 164,3359 Erin Road,Suite 164,Seanland,AZ,82615,891.16,2021-01-13,65540780,U6855804,0
5693 Kevin Heights,5693 Kevin Heights,,West Alison,KS,19200,869.67,2021-01-13,51483456,U4256130,1
8813 Stanley Alley Apt. 829,8813 Stanley Alley,Apt. 829,North Albert,KS,82048,189.78,2021-01-13,23656041,U4598551,0
495 Joshua Vista,495 Joshua Vista,,Robertsburgh,OR,19144,377.97,2021-01-13,54445714,U3514524,1
35429 Paige Wells Apt. 339,35429 Paige Wells,Apt. 339,Changton,DC,04146,727.23,2021-01-13,75449960,U6334923,1
23452 Ana Harbor Apt. 477,23452 Ana Harbor,Apt. 477,South Tinatown,MI,58345,690.07,2021-01-13,68242870,U2735761,0
425 Patricia Isle,425 Patricia Isle,,Jasonland,MS,44462,410.87,2021-01-13,27614180,U1182908,0
PSC 1212 Box 8937,PSC 1212,Box 8937,APO,AE,01707,226.81,2021-01-13,29380077,U5542278,0
PSC 3540 Box 9284,PSC 3540,Box 9284,APO,AE,65842,654.21,2021-01-13,44027553,U7911612,0
487 Christina Port,487 Christina Port,,South Shawnport,TX,89048,426.42,2021-01-13,62184808,U7830159,0
2201 Harris Pine,2201 Harris Pine,,East Anthony,KS,68002,151.89,2021-01-13,96410647,U4606307,1
16487 Larry Motorway,16487 Larry Motorway,,Lake Valeriefort,WA,24444,415.28,2021-01-13,51152815,U2358293,0
69558 Andre Pines Suite 652,69558 Andre Pines,Suite 652,South Jeffreymouth,ND,21324,361.31,2021-01-13,60882893,U1859887,1
874 Craig Viaduct,874 Craig Viaduct,,Christineberg,AZ,30667,333.59,2021-01-13,78570635,U6871621,0
44701 Joseph Causeway Suite 585,44701 Joseph Causeway,Suite 585,Lake Sergiomouth,MA,48607,41.02,2021-01-13,49931432,U8669037,0
233 Gordon Lights,233 Gordon Lights,,Lewishaven,HI,99025,826.25,2021-01-13,65876274,U8170634,0
327 David Pines Suite 892,327 David Pines,Suite 892,Mariechester,SD,40834,13.41,2021-01-13,54394633,U6654758,0
0655 Regina Circles,0655 Regina Circles,,Carlosbury,HI,91207,123.24,2021-01-13,23076561,U9021356,0
USCGC White,USCGC White,,FPO,AA,07032,273.24,2021-01-13,10477735,U9362252,0
657 Meghan Bridge,657 Meghan Bridge,,Yvettefurt,WV,09971,3.52,2021-01-13,88650442,U7545160,1
9234 Bailey Center Suite 688,9234 Bailey Center,Suite 688,Lake Jason,AK,18212,336.06,2021-01-13,83785935,U1524578,1
12166 Kristy Causeway Suite 030,12166 Kristy Causeway,Suite 030,Murphymouth,ID,11434,723.12,2021-01-13,27857933,U8529717,0
295 William Dale Suite 541,295 William Dale,Suite 541,West Michaelburgh,LA,68037,451.64,2021-01-13,20639741,U1773342,0
PSC 7680 Box 4245,PSC 7680,Box 4245,APO,AA,31791,23.03,2021-01-13,48287255,U6750303,1
89613 Victoria Spurs,89613 Victoria Spurs,,Port Ashley,CA,24010,981.73,2021-01-14,61735521,U6755616,1
2979 Justin Brook Suite 863,2979 Justin Brook,Suite 863,Davisland,CT,18991,680.85,2021-01-14,33772029,U3201256,0
0498 Wilson Spurs North,0498 Wilson Spurs North,,Richardville,ID,81766,445.1,2021-01-14,28982471,U3494408,0
5842 Franklin Via,5842 Franklin Via,,Lindamouth,AK,06844,99.9,2021-01-14,28827806,U5330550,1
491 Susan Islands,491 Susan Islands,,West Nicholaston,AZ,68593,327.98,2021-01-14,99357856,U3455147,0
569 Brown Pike,569 Brown Pike,,Brayview,HI,21340,681.62,2021-01-14,55542553,U6970154,0
9756 Christopher Causeway Suite 740,9756 Christopher Causeway,Suite 740,Troyton,MT,85115,288.96,2021-01-14,55504242,U9898767,0
USS Nichols,USS Nichols,,FPO,AP,54631,414.45,2021-01-14,22185532,U8479288,1
2598 Richard Stream Suite 943,2598 Richard Stream,Suite 943,West Paulmouth,RI,90603,658.32,2021-01-14,97789556,U4841090,1
2508 Carrie Grove Suite 443,2508 Carrie Grove,Suite 443,Velasquezchester,NM,94537,481.75,2021-01-14,20822952,U1875125,1
85180 Jose Rapid Port,85180 Jose Rapid Port,,Raymondmouth,NV,32765,540.71,2021-01-14,16177005,U6809451,0
255 Smith Drive,255 Smith Drive,,New Christineton,KY,47469,471.29,2021-01-14,17315522,U5313739,0
9483 Jessica Rapid,9483 Jessica Rapid,,Johnsontown,AZ,14641,106.65,2021-01-14,12106719,U2210725,1
84678 Downs Pine,84678 Downs Pine,,Garciachester,UT,78379,297.22,2021-01-14,91987383,U9063113,1
4642 Raymond Harbors Apt. 567,4642 Raymond Harbors,Apt. 567,Bennettland,IA,46842,553.25,2021-01-14,17937867,U5357038,0
1583 Jackie Expressway Apt. 436,1583 Jackie Expressway,Apt. 436,East Kristine,KS,68121,826.01,2021-01-14,39641344,U3526326,1
004 Manning Street,004 Manning Street,,Davidshire,MO,91703,790.77,2021-01-14,52199058,U9501110,0
1089 Stevens Way Suite 571,1089 Stevens Way,Suite 571,South Courtneyton,ID,75816,689.38,2021-01-14,89630783,U8901420,1
USCGC Lowe,USCGC Lowe,,FPO,AA,13935,408.28,2021-01-14,29240909,U4003563,0
673 Michele Tunnel Apt. 062,673 Michele Tunnel,Apt. 062,North Rebeccashire,NE,69755,311.14,2021-01-14,56906746,U8630402,0
125 Evans Avenue Suite 040,125 Evans Avenue,Suite 040,Jonesshire,OR,07205,724.76,2021-01-14,54943112,U3904924,0
185 Brian Hollow Apt. 655,185 Brian Hollow,Apt. 655,Dudleychester,MI,18322,831.76,2021-01-14,21462541,U8438730,1
57520 Jenkins Expressway,57520 Jenkins Expressway,,West Amandaberg,IL,44571,112.64,2021-01-14,88594326,U5934421,1
7572 Shaun Ridge,7572 Shaun Ridge,,Morenomouth,ID,87956,616.56,2021-01-14,56149312,U8730262,1
390 Heather Ways Apt. 338,390 Heather Ways,Apt. 338,Jenniferside,SD,08304,120.72,2021-01-14,13008373,U3796503,1
949 Lyons Knoll,949 Lyons Knoll,,Kellyton,CT,01300,969.97,2021-01-14,28037872,U6049167,1
06399 Norman Summit Suite 281,06399 Norman Summit,Suite 281,South Marymouth,CA,75286,451.64,2021-01-14,65017951,U9166347,0
287 Taylor Burgs Suite 893,287 Taylor Burgs,Suite 893,Port Christinehaven,AR,55499,313.73,2021-01-14,45906356,U9301636,0
7063 Richard River Suite 376,7063 Richard River,Suite 376,Ashleyberg,TN,51219,222.41,2021-01-14,98605584,U2479918,0
7904 Dustin Land,7904 Dustin Land,,Oconnorside,MO,27834,322.52,2021-01-14,60041031,U6071811,0
3224 Leonard Coves Suite 893,3224 Leonard Coves,Suite 893,West Samuel,NY,91935,495.15,2021-01-14,92469232,U7309977,0
3559 Roth Cliffs Suite 796,3559 Roth Cliffs,Suite 796,New Kristy,MS,60939,327.41,2021-01-14,28048585,U3467084,0
114 Charles Mall,114 Charles Mall,,North Chad,ME,96488,971.68,2021-01-14,40400967,U8912568,1
3594 Shah Route East,3594 Shah Route East,,Dustinburgh,AK,39166,120.23,2021-01-14,55065688,U4727298,1
99593 Cynthia Fields,99593 Cynthia Fields,,Jeromemouth,AZ,96671,835.49,2021-01-14,48326813,U6058781,1
506 Hicks Parkways Apt. 699,506 Hicks Parkways,Apt. 699,Owenstown,ND,91053,404.11,2021-01-14,90262327,U3754064,0
925 Kevin Manor Suite 181,925 Kevin Manor,Suite 181,Dixonhaven,ND,99862,204.12,2021-01-14,47334441,U7297161,0
55041 Scott Forge,55041 Scott Forge,,Lake Daniel,WV,74179,962.56,2021-01-14,35686335,U9161804,0
8148 Cunningham Mountains,8148 Cunningham Mountains,,Port David,MS,90738,209.16,2021-01-14,56813986,U3147442,1
44031 Alejandro Throughway Suite 745,44031 Alejandro Throughway,Suite 745,Jennifermouth,MT,76485,223.45,2021-01-14,99412327,U8314040,1
6405 Dickerson Place Suite 810,6405 Dickerson Place,Suite 810,New Eric,CT,01094,187.43,2021-01-14,96454962,U9716830,0
02328 Nicholson Burg,02328 Nicholson Burg,,West Deanna,NH,32294,47.88,2021-01-14,75510245,U1684741,0
73648 Brian Alley Suite 121,73648 Brian Alley,Suite 121,South Brittanymouth,ME,07087,923.92,2021-01-15,43718118,U7065718,1
41885 Caroline Springs,41885 Caroline Springs,,Candicetown,VA,95120,806.05,2021-01-15,65002919,U6886849,1
241 Johns Row Apt. 074,241 Johns Row,Apt. 074,Jeffreyfurt,GA,07903,62.99,2021-01-15,98199105,U4124877,1
67664 Penny Views,67664 Penny Views,,Paulmouth,AK,17298,762.12,2021-01-15,89982270,U3074995,1
36582 Ryan Vista South,36582 Ryan Vista South,,Barbarastad,PA,86495,168.43,2021-01-15,81631744,U1425537,0
10308 Williams Isle,10308 Williams Isle,,Daleburgh,FL,66569,117.28,2021-01-15,70374906,U7308267,1
781 Christian Common,781 Christian Common,,West Carol,VT,80530,831.42,2021-01-15,46038462,U2113153,1
2552 Thompson View Suite 482,2552 Thompson View,Suite 482,Luishaven,NJ,55415,480.86,2021-01-15,92744856,U7095252,1
PSC 5121 Box 1885,PSC 5121,Box 1885,APO,AP,66710,746.08,2021-01-15,66375557,U3290246,1
75299 Garcia Fall Apt. 164,75299 Garcia Fall,Apt. 164,Allisonmouth,MA,68881,972.1,2021-01-15,45862330,U7358588,1
56110 Jacqueline Mission,56110 Jacqueline Mission,,Christinetown,ND,81890,878.78,2021-01-15,32486013,U2681658,0
USNV Smith,USNV Smith,,FPO,AP,37603,559.58,2021-01-15,84100779,U1978052,1
6257 Dana Loop Apt. 391,6257 Dana Loop,Apt. 391,South Jefferymouth,ID,59328,637.06,2021-01-15,30543712,U9740138,0
64342 Robert Hollow,64342 Robert Hollow,,Lake Kristinbury,NH,80704,870.5,2021-01-15,36918361,U2777908,0
